GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G70930;Strass im Zillertal;634;396;13;383;190;49,61;193;50,39
G70931;Stumm;1.431;828;32;796;436;54,77;360;45,23
G70932;Stummerberg;657;315;5;310;218;70,32;92;29,68
G70933;Terfens;1.631;1.086;31;1.055;541;51,28;514;48,72
G70934;Tux;1.428;853;35;818;419;51,22;399;48,78
G70935;Uderns;1.307;751;15;736;459;62,36;277;37,64
G70936;Vomp;3.687;2.361;77;2.284;1.257;55,04;1.027;44,96
G70937;Weer;1.177;749;14;735;380;51,70;355;48,30
G70938;Weerberg;1.942;1.122;25;1.097;682;62,17;415;37,83
G70939;Wiesing;1.608;1.047;29;1.018;588;57,76;430;42,24
G70940;Zell am Ziller;1.358;719;29;690;374;54,20;316;45,80
G70941;Zellberg;507;288;5;283;187;66,08;96;33,92
G70999;Wahlkarten - Schwaz;0;4.231;70;4.161;1.654;39,75;2.507;60,25
G80000;Vorarlberg;271.700;184.521;3.608;180.913;67.791;37,47;113.122;62,53
G8A000;Vorarlberg Nord;151.741;102.061;1.999;100.062;37.133;37,11;62.929;62,89
G8B000;Vorarlberg Süd;119.959;82.460;1.609;80.851;30.658;37,92;50.193;62,08
G80099;Wahlkarten - Vorarlberg;0;26.779;296;26.483;6.702;25,31;19.781;74,69
G80100;Bludenz;45.297;31.096;689;30.407;12.175;40,04;18.232;59,96
G80101;Bartholomäberg;1.740;1.001;24;977;518;53,02;459;46,98
G80102;Blons;228;157;6;151;47;31,13;104;68,87
G80103;Bludenz;9.582;5.227;91;5.136;1.964;38,24;3.172;61,76
G80104;Bludesch;1.512;920;15;905;411;45,41;494;54,59
G80105;Brand;484;286;6;280;106;37,86;174;62,14
G80106;Bürs;2.299;1.342;26;1.316;456;34,65;860;65,35
G80107;Bürserberg;406;236;8;228;116;50,88;112;49,12
G80108;Dalaas;1.145;733;17;716;293;40,92;423;59,08
G80109;Fontanella;346;220;17;203;67;33,00;136;67,00
G80110;Gaschurn;1.154;689;14;675;365;54,07;310;45,93
G80111;Innerbraz;735;468;19;449;163;36,30;286;63,70
G80112;Klösterle;513;331;9;322;116;36,02;206;63,98
G80113;Lech;1.114;575;16;559;121;21,65;438;78,35
G80114;Lorüns;198;135;0;135;48;35,56;87;64,44
G80115;Ludesch;2.376;1.304;32;1.272;555;43,63;717;56,37
G80116;Nenzing;4.577;2.768;74;2.694;1.320;49,00;1.374;51,00
G80117;Nüziders;3.691;2.276;54;2.222;693;31,19;1.529;68,81
G80118;Raggal;626;382;12;370;109;29,46;261;70,54
G80119;St. Anton im Montafon;536;323;12;311;155;49,84;156;50,16
G80120;St. Gallenkirch;1.716;919;14;905;505;55,80;400;44,20
G80121;St. Gerold;280;168;7;161;72;44,72;89;55,28
G80122;Schruns;2.723;1.543;23;1.520;683;44,93;837;55,07
G80123;Silbertal;677;465;13;452;267;59,07;185;40,93
G80124;Sonntag;526;384;35;349;115;32,95;234;67,05
G80125;Stallehr;213;132;3;129;41;31,78;88;68,22
G80126;Thüringen;1.601;973;25;948;350;36,92;598;63,08
G80127;Thüringerberg;549;340;17;323;122;37,77;201;62,23
G80128;Tschagguns;1.751;993;14;979;474;48,42;505;51,58
G80129;Vandans;1.999;1.153;28;1.125;560;49,78;565;50,22
G80199;Wahlkarten - Bludenz;0;4.653;58;4.595;1.363;29,66;3.232;70,34
G80200;Bregenz;91.796;62.630;1.312;61.318;22.247;36,28;39.071;63,72
G80201;Alberschwende;2.440;1.660;52;1.608;648;40,30;960;59,70
G80202;Andelsbuch;1.773;1.085;37;1.048;288;27,48;760;72,52
G80203;Au;1.358;738;15;723;304;42,05;419;57,95
G80204;Bezau;1.382;765;24;741;244;32,93;497;67,07
G80205;Bildstein;563;356;9;347;159;45,82;188;54,18
G80206;Bizau;767;465;7;458;141;30,79;317;69,21
G80207;Bregenz;19.370;10.786;228;10.558;3.853;36,49;6.705;63,51
G80208;Buch;463;320;14;306;123;40,20;183;59,80
G80209;Damüls;227;141;6;135;40;29,63;95;70,37
G80210;Doren;747;498;10;488;198;40,57;290;59,43
G80211;Egg;2.674;1.713;62;1.651;579;35,07;1.072;64,93
G80212;Eichenberg;261;182;10;172;46;26,74;126;73,26
G80213;Fußach;2.627;1.603;24;1.579;717;45,41;862;54,59
G80214;Gaißau;1.304;771;13;758;347;45,78;411;54,22
G80215;Hard;9.236;5.231;98;5.133;1.926;37,52;3.207;62,48
G80216;Hittisau;1.416;834;21;813;308;37,88;505;62,12
G80217;Höchst;5.563;2.861;43;2.818;1.217;43,19;1.601;56,81
G80218;Hörbranz;4.559;2.730;53;2.677;1.146;42,81;1.531;57,19
G80219;Hohenweiler;894;555;15;540;212;39,26;328;60,74
G80220;Kennelbach;1.375;852;16;836;333;39,83;503;60,17
G80221;Krumbach;763;458;13;445;213;47,87;232;52,13
G80222;Langen bei Bregenz;1.041;662;30;632;288;45,57;344;54,43
G80223;Langenegg;827;500;16;484;190;39,26;294;60,74
G80224;Lauterach;7.026;4.341;77;4.264;1.834;43,01;2.430;56,99
G80225;Lingenau;1.056;707;29;678;188;27,73;490;72,27
G80226;Lochau;4.097;2.223;49;2.174;753;34,64;1.421;65,36
G80227;Mellau;964;557;8;549;258;46,99;291;53,01
G80228;Mittelberg;2.425;1.196;16;1.180;360;30,51;820;69,49
G80229;Möggers;385;249;11;238;80;33,61;158;66,39
G80230;Reuthe;436;260;5;255;104;40,78;151;59,22
G80231;Riefensberg;704;457;10;447;173;38,70;274;61,30
G80232;Schnepfau;344;192;7;185;65;35,14;120;64,86
G80233;Schoppernau;705;482;18;464;205;44,18;259;55,82
G80234;Schröcken;152;78;0;78;17;21,79;61;78,21
G80235;Schwarzach;2.837;1.723;35;1.688;628;37,20;1.060;62,80
G80236;Schwarzenberg;1.361;827;12;815;246;30,18;569;69,82
G80237;Sibratsgfäll;313;187;11;176;51;28,98;125;71,02
G80238;Sulzberg;1.257;830;26;804;261;32,46;543;67,54
G80239;Warth;135;79;7;72;43;59,72;29;40,28
G80240;Wolfurt;5.969;3.698;73;3.625;1.326;36,58;2.299;63,42
G80299;Wahlkarten - Bregenz;0;8.778;102;8.676;2.135;24,61;6.541;75,39
G80300;Dornbirn;59.945;39.431;687;38.744;14.886;38,42;23.858;61,58
G80301;Dornbirn;33.772;19.785;379;19.406;7.496;38,63;11.910;61,37
G80302;Hohenems;10.835;5.684;97;5.587;2.632;47,11;2.955;52,89
G80303;Lustenau;15.338;8.348;151;8.197;3.388;41,33;4.809;58,67
G80399;Wahlkarten - Dornbirn;0;5.614;60;5.554;1.370;24,67;4.184;75,33
G80400;Feldkirch;74.662;51.364;920;50.444;18.483;36,64;31.961;63,36
G80401;Altach;4.902;2.883;58;2.825;1.102;39,01;1.723;60,99
G80402;Düns;309;223;4;219;77;35,16;142;64,84
G80403;Dünserberg;118;73;1;72;31;43,06;41;56,94
G80404;Feldkirch;22.701;12.901;263;12.638;4.767;37,72;7.871;62,28
G80405;Frastanz;4.309;2.394;58;2.336;983;42,08;1.353;57,92
G80406;Fraxern;513;347;10;337;119;35,31;218;64,69
G80407;Göfis;2.502;1.576;27;1.549;580;37,44;969;62,56
G80408;Götzis;7.964;4.611;78;4.533;1.801;39,73;2.732;60,27
G80409;Klaus;2.309;1.426;29;1.397;466;33,36;931;66,64
G80410;Koblach;3.388;1.930;32;1.898;764;40,25;1.134;59,75
G80411;Laterns;511;294;11;283;129;45,58;154;54,42
G80412;Mäder;2.777;1.670;36;1.634;812;49,69;822;50,31
G80413;Meiningen;1.558;924;13;911;426;46,76;485;53,24
G80414;Rankweil;8.332;4.765;89;4.676;1.755;37,53;2.921;62,47
G80415;Röns;252;177;1;176;62;35,23;114;64,77
G80416;Röthis;1.466;826;17;809;263;32,51;546;67,49
G80417;Satteins;2.023;1.228;30;1.198;509;42,49;689;57,51
G80418;Schlins;1.620;979;17;962;346;35,97;616;64,03
G80419;Schnifis;596;382;9;373;131;35,12;242;64,88
G80420;Sulz;1.843;1.203;11;1.192;418;35,07;774;64,93
G80421;Übersaxen;492;339;6;333;150;45,05;183;54,95
G80422;Viktorsberg;308;201;7;194;72;37,11;122;62,89
G80423;Weiler;1.492;867;14;853;321;37,63;532;62,37
G80424;Zwischenwasser;2.377;1.411;23;1.388;565;40,71;823;59,29
G80499;Wahlkarten - Feldkirch;0;7.734;76;7.658;1.834;23,95;5.824;76,05
G90000;Wien;1.155.626;829.353;16.762;812.591;278.894;34,32;533.697;65,68
G9A000;Wien Innen-Süd;109.093;81.092;1.466;79.626;19.610;24,63;60.016;75,37
G9B000;Wien Innen-West;96.707;76.586;1.339;75.247;15.154;20,14;60.093;79,86
G9C000;Wien Innen-Ost;108.305;74.807;1.272;73.535;22.296;30,32;51.239;69,68
G9D000;Wien Süd;226.798;150.375;3.129;147.246;62.661;42,56;84.585;57,44
G9E000;Wien Süd-West;210.586;155.189;3.364;151.825;51.851;34,15;99.974;65,85
G9F000;Wien Nord-West;173.202;127.956;2.690;125.266;36.650;29,26;88.616;70,74
G9G000;Wien Nord;230.935;163.348;3.502;159.846;70.672;44,21;89.174;55,79
G90099;Wahlkarten - Wien;0;148.566;2.000;146.566;36.481;24,89;110.085;75,11
G90100;Wien  1.,Innere Stadt;12.058;9.397;205;9.192;2.258;24,56;6.934;75,44
G90101;Innere Stadt;12.058;6.339;161;6.178;1.638;26,51;4.540;73,49
G90199;Wahlkarten - Wien  1.,Innere Stadt;0;3.058;44;3.014;620;20,57;2.394;79,43
G90200;Wien  2.,Leopoldstadt;60.364;43.215;704;42.511;11.529;27,12;30.982;72,88
G90201;Leopoldstadt;60.364;35.259;614;34.645;10.069;29,06;24.576;70,94
G90299;Wahlkarten - Wien  2.,Leopoldstadt;0;7.956;90;7.866;1.460;18,56;6.406;81,44
G90300;Wien  3.,Landstraße;56.484;42.011;799;41.212;10.835;26,29;30.377;73,71
G90301;Landstraße;56.484;32.521;665;31.856;8.946;28,08;22.910;71,92
G90399;Wahlkarten - Wien  3.,Landstraße;0;9.490;134;9.356;1.889;20,19;7.467;79,81
G90400;Wien  4.,Wieden;20.835;16.142;289;15.853;3.354;21,16;12.499;78,84
G90401;Wieden;20.835;12.013;234;11.779;2.686;22,80;9.093;77,20
G90499;Wahlkarten - Wien  4.,Wieden;0;4.129;55;4.074;668;16,40;3.406;83,60
G90500;Wien  5.,Margareten;31.774;22.939;378;22.561;5.421;24,03;17.140;75,97
G90501;Margareten;31.774;18.335;334;18.001;4.640;25,78;13.361;74,22
G90599;Wahlkarten - Wien  5.,Margareten;0;4.604;44;4.560;781;17,13;3.779;82,87
G90600;Wien  6.,Mariahilf;20.863;16.023;226;15.797;3.171;20,07;12.626;79,93
G90601;Mariahilf;20.863;12.438;181;12.257;2.637;21,51;9.620;78,49
G90699;Wahlkarten - Wien  6.,Mariahilf;0;3.585;45;3.540;534;15,08;3.006;84,92
G90700;Wien  7.,Neubau;20.833;16.764;273;16.491;2.907;17,63;13.584;82,37
G90701;Neubau;20.833;12.731;220;12.511;2.375;18,98;10.136;81,02
G90799;Wahlkarten - Wien  7.,Neubau;0;4.033;53;3.980;532;13,37;3.448;86,63
G90800;Wien  8.,Josefstadt;16.296;13.355;287;13.068;2.590;19,82;10.478;80,18
G90801;Josefstadt;16.296;10.028;244;9.784;2.070;21,16;7.714;78,84
G90899;Wahlkarten - Wien  8.,Josefstadt;0;3.327;43;3.284;520;15,83;2.764;84,17
G90900;Wien  9.,Alsergrund;26.657;21.047;348;20.699;4.228;20,43;16.471;79,57
G90901;Alsergrund;26.657;15.869;292;15.577;3.386;21,74;12.191;78,26
G90999;Wahlkarten - Wien  9.,Alsergrund;0;5.178;56;5.122;842;16,44;4.280;83,56
G91000;Wien 10.,Favoriten;110.692;72.536;1.525;71.011;30.759;43,32;40.252;56,68
G91001;Favoriten;110.692;62.079;1.374;60.705;27.226;44,85;33.479;55,15
G91099;Wahlkarten - Wien 10.,Favoriten;0;10.457;151;10.306;3.533;34,28;6.773;65,72
G91100;Wien 11.,Simmering;60.460;40.187;887;39.300;18.724;47,64;20.576;52,36
G91101;Simmering;60.460;34.579;805;33.774;16.625;49,22;17.149;50,78
G91199;Wahlkarten - Wien 11.,Simmering;0;5.608;82;5.526;2.099;37,98;3.427;62,02
G91200;Wien 12.,Meidling;55.646;37.652;717;36.935;13.178;35,68;23.757;64,32
G91201;Meidling;55.646;31.280;652;30.628;11.551;37,71;19.077;62,29
G91299;Wahlkarten - Wien 12.,Meidling;0;6.372;65;6.307;1.627;25,80;4.680;74,20
G91300;Wien 13.,Hietzing;38.510;30.163;718;29.445;8.910;30,26;20.535;69,74
G91301;Hietzing;38.510;23.918;637;23.281;7.350;31,57;15.931;68,43
G91399;Wahlkarten - Wien 13.,Hietzing;0;6.245;81;6.164;1.560;25,31;4.604;74,69
G91400;Wien 14.,Penzing;60.307;44.186;919;43.267;14.527;33,58;28.740;66,42
G91401;Penzing;60.307;36.066;831;35.235;12.468;35,39;22.767;64,61
G91499;Wahlkarten - Wien 14.,Penzing;0;8.120;88;8.032;2.059;25,63;5.973;74,37
G91500;Wien 15.,Rudolfsheim-Fünfhaus;40.610;27.453;490;26.963;7.771;28,82;19.192;71,18
G91501;Rudolfsheim-Fünfhaus;40.610;22.264;419;21.845;6.760;30,95;15.085;69,05
G91599;Wahlkarten - Wien 15.,Rudolfsheim-Fünfhaus;0;5.189;71;5.118;1.011;19,75;4.107;80,25
G91600;Wien 16.,Ottakring;58.713;41.011;814;40.197;12.783;31,80;27.414;68,20
G91601;Ottakring;58.713;33.665;708;32.957;11.095;33,67;21.862;66,33
G91699;Wahlkarten - Wien 16.,Ottakring;0;7.346;106;7.240;1.688;23,31;5.552;76,69
G91700;Wien 17.,Hernals;33.282;24.439;517;23.922;6.939;29,01;16.983;70,99
G91701;Hernals;33.282;19.493;443;19.050;5.838;30,65;13.212;69,35
G91799;Wahlkarten - Wien 17.,Hernals;0;4.946;74;4.872;1.101;22,60;3.771;77,40
G91800;Wien 18.,Währing;32.791;26.008;507;25.501;6.174;24,21;19.327;75,79
G91801;Währing;32.791;20.156;412;19.744;5.085;25,75;14.659;74,25
G91899;Wahlkarten - Wien 18.,Währing;0;5.852;95;5.757;1.089;18,92;4.668;81,08
G91900;Wien 19.,Döbling;48.416;36.498;852;35.646;10.754;30,17;24.892;69,83
G91901;Döbling;48.416;29.631;751;28.880;9.163;31,73;19.717;68,27
G91999;Wahlkarten - Wien 19.,Döbling;0;6.867;101;6.766;1.591;23,51;5.175;76,49
G92000;Wien 20.,Brigittenau;47.941;31.592;568;31.024;10.767;34,71;20.257;65,29
G92001;Brigittenau;47.941;26.148;512;25.636;9.374;36,57;16.262;63,43
G92099;Wahlkarten - Wien 20.,Brigittenau;0;5.444;56;5.388;1.393;25,85;3.995;74,15
G92100;Wien 21.,Floridsdorf;106.054;73.557;1.581;71.976;33.057;45,93;38.919;54,07
G92101;Floridsdorf;106.054;63.469;1.420;62.049;29.614;47,73;32.435;52,27
G92199;Wahlkarten - Wien 21.,Floridsdorf;0;10.088;161;9.927;3.443;34,68;6.484;65,32
G92200;Wien 22.,Donaustadt;124.881;89.791;1.921;87.870;37.615;42,81;50.255;57,19
G92201;Donaustadt;124.881;77.144;1.734;75.410;33.556;44,50;41.854;55,50
G92299;Wahlkarten - Wien 22.,Donaustadt;0;12.647;187;12.460;4.059;32,58;8.401;67,42
G92300;Wien 23.,Liesing;71.159;53.387;1.237;52.150;20.643;39,58;31.507;60,42
G92301;Liesing;71.159;45.362;1.119;44.243;18.261;41,27;25.982;58,73
G92399;Wahlkarten - Wien 23.,Liesing;0;8.025;118;7.907;2.382;30,13;5.525;69,87
